-367.8964664, -306.8403399
-301.9410085, -98.98160759
-222.2829003, -39.7958272
-83.60717889, -316.823251
-362.2980068, -311.9151311
-145.243135, -123.0852927
-208.310992, -124.9932812
-280.4132284, -277.001001
-183.8481441, -385.5423651
-106.4678833, -142.6222538
-44.75294302, -299.5427153
-347.599623, -134.3995685
-155.7525804, -223.4506951
-127.1052349, -254.0544015
-187.8749119, -202.5113215
-120.4788838, -17.08534524
-187.730872, -245.8677395
-258.4921295, -68.03902394
-144.8412423, -50.97309579
-346.9228768, -326.3054491
-314.8672961, -233.621987
-239.835345, -375.6385352
-7.917530542, -190.9668854
-153.1962561, -316.8177673
-33.91109837, -120.4188425
-313.8863044, -91.09867045
-18.97417912, -17.79762193
-355.6190119, -247.4335144
-178.7055162, -116.695997
-46.28500625, -93.7215745
-75.62747201, -399.6285754
-383.953853, -282.0609702
-247.3650423, -368.8899388
-355.8112277, -80.91421958
-52.68889773, -172.7345017
-224.3482723, -334.6094502
-133.743885, -332.054453
-123.0889188, -103.4244843
-242.4978174, -369.1964189
-244.4569611, -203.9769819
-258.6351429, -68.28258533
-294.8781656, -137.7501884
-243.5621764, -75.10194
-248.2755364, -189.1689664
-397.7736474, -327.3632744
-77.7416302, -253.5234462
-227.3958456, -170.1701213
-315.2357204, -271.4625417
-29.73311398, -85.40302997
-40.80671374, -266.2770473
-165.3009493, -266.196813
-143.124955, -224.0081888
-321.873911, -182.9677475
-336.3060801, -16.55838786
-373.2722748, -376.877052
-113.9876729, -343.8787055
-208.4824648, -257.0069721
-9.020098677, -118.4567861
-357.4926793, -303.6691862
-380.8604229, -101.3157239
-266.4767043, -145.1599659
-245.9889656, -123.4478131
-328.9085505, -6.229039287
-195.9851679, -123.5056754
-269.7769719, -388.0157268
-187.6128597, -155.3691594
-293.6530195, -322.0766642
-394.3979984, -132.388677
-397.7640409, -256.9673094
-39.50457891, -168.2470351
-367.3174499, -248.6431838
-16.1325628, -337.1865397
-178.0214037, -124.8088393
-287.4721556, -365.8464541
-319.4728182, -325.9213005
-113.1124307, -298.7430174
-369.2161184, -263.8304455
-25.46688062, -344.0101404
-243.2156448, -46.89066858
-84.00270103, -215.7365838
-195.7007031, -218.3494312
-119.1185416, -303.4906067
-156.6671006, -227.1148374
-209.5476716, -13.39180746
-250.5910397, -33.09032301
-380.1085306, -391.9681605
-268.8387978, -320.1779226
-309.2689205, -31.47888717
-395.2602872, -264.6574059
-328.5152204, -365.0203554
-137.8306424, -277.0220482
-375.0429992, -59.91874727
-194.7344908, -319.7767576
-261.9154195, -181.7543417
-364.5488527, -356.7131352
-181.7795999, -278.0484628
-276.3684909, -154.5025464
-211.4731755, -317.332907
-292.4542745, -160.0088649
-235.2502546, -316.5571468
-85.37929995, -242.2597095
-124.9437793, -199.0846045
-8.808073161, -147.9678262
-76.41023906, -156.9772533
-228.4633102, -373.9775002
-318.155304, -84.07471249
-36.35137628, -68.47476943
-28.46061369, -157.8380018
-264.412911, -22.96565219
-385.5644645, -36.15175839
-223.6335408, -134.569173
-97.02718674, -14.33673433
-55.73399378, -297.4115441
-54.9243275, -319.4690254
-286.8992222, -60.95743203
-335.4642004, -274.5897979
-37.22819898, -362.1946336
-135.4471274, -25.3306362
-220.1447133, -34.14544011
-136.3516685, -120.9911206
-0.489321597, -72.37033478
-127.4299814, -218.2935488
-353.0983703, -101.4731635
-392.9240672, -262.770394
-160.1782195, -331.39568
-314.0741072, -359.052113
-92.43923138, -175.1883518
-104.4664008, -129.7028737
-275.9256941, -70.87339132
-180.8040737, -310.9285659
-111.2116513, -30.82349447
-303.9707288, -256.2554982
-19.76147299, -185.9620746
-120.1266913, -199.2894786
-365.1648055, -242.55428
-384.3593485, -150.1601413
-117.691618, -144.938382
-264.723939, -389.8614113
-364.7564784, -207.6171834
-284.8163911, -358.0963023
-122.4693229, -55.09555731
-217.5465658, -335.6980387
-314.9450578, -298.2817685
-146.3801561, -397.7098759
-336.1287832, -261.7677025
-345.1870193, -0.72103408
-142.9346335, -264.6830341
-356.108893, -139.8793265
-299.7744683, -120.261079
-38.10789877, -318.4811495
-259.4406913, -54.95644389
-343.9917224, -381.4837292
-65.38253814, -21.89035431
-228.1678618, -126.0324601
-84.9068769, -150.9291713
-283.3297113, -201.5593624
-190.4971356, -396.8468816
-227.1240638, -152.0582216
-363.60684, -334.994867
-336.7145392, -253.842095
-362.2859111, -19.79407002
-116.3372893, -104.8501246
-334.5680953, -384.9626973
-60.27457775, -15.49906998
-265.7907733, -288.5636056
-73.07320112, -325.496833
-363.7711961, -151.200155
-70.50893961, -8.229401352
-203.0787008, -80.20850394
-130.8548559, -108.0391241
-327.0642856, -132.8365079
-339.8863809, -351.6987789
-280.3898532, -18.88951481
-214.1804865, -242.4836336
-222.5857087, -57.99490518
-167.2699428, -142.8248618
-193.7860634, -344.2890075
-9.403805082, -324.4180406
-251.9604956, -51.54986926
-101.8592056, -19.40462925
-59.22732471, -29.66155175
-364.2951701, -57.60048561
-148.2219454, -364.5018186
-189.7650224, -191.1505647
-137.3249865, -218.3649243
-83.14299245, -168.9159348
-215.8320556, -271.2479036
-234.5038427, -286.7667967
-354.8241262, -55.44099326
-107.4332366, -377.8383169
-198.191101, -243.3657113
-241.7391538, -52.69421087
-254.3828103, -45.69426183
-388.9718168, -102.7897656
-20.36064276, -127.7520422
-224.069787, -110.8399345
-104.568043, -151.2262402
-278.6917152, -100.9229597
-326.7756854, -258.3797605
-127.1538728, -321.5382766
